,iso_country,coords,name,type,municipality,coords_lon,coords_lat,latlong,display_str
10515,AU,"128.9245, -16.514",Argyle Downs Airport,small_airport,ARGYLE_DOWNS,128.9245,-16.514,"[-16.514, 128.9245]",Argyle Downs Airport | ARGYLE_DOWNS | small_airport
10741,AU,"132.2748, -25.0325",Angus Downs Airport,small_airport,ANGUS_DOWNS_STATION,132.2748,-25.0325,"[-25.0325, 132.2748]",Angus Downs Airport | ANGUS_DOWNS_STATION | small_airport
11574,AU,"120.14700317382812, -33.90850067138672",Hopetoun Airfield,closed,HOPETOUN,120.14700317382812,-33.90850067138672,"[-33.90850067138672, 120.14700317382812]",Hopetoun Airfield | HOPETOUN | closed
11575,AU,"116.074996948, -32.6926994324",Dwellingup Airstrip,small_airport,DWELLINGUP,116.074996948,-32.6926994324,"[-32.6926994324, 116.074996948]",Dwellingup Airstrip | DWELLINGUP | small_airport
11576,AU,"124.584999, -27.155199",Tjukayirla Roadhouse Airstrip,small_airport,,124.584999,-27.155199,"[-27.155199, 124.584999]",Tjukayirla Roadhouse Airstrip |  | small_airport
11577,AU,"115.867866516, -31.9612293243",Langley Park Airstrip,small_airport,PERTH,115.867866516,-31.9612293243,"[-31.9612293243, 115.867866516]",Langley Park Airstrip | PERTH | small_airport
11578,AU,"121.958000183, -33.793701171900004",Myrup fly in estate Airport,small_airport,,121.958000183,-33.793701171900004,"[-33.793701171900004, 121.958000183]",Myrup fly in estate Airport |  | small_airport
11579,AU,"117.865447998, -32.9418449402",Harrismith Airport,small_airport,HARRISMITH,117.865447998,-32.9418449402,"[-32.9418449402, 117.865447998]",Harrismith Airport | HARRISMITH | small_airport
11580,AU,"118.168998718, -32.6721992493",Kulin Airport,small_airport,,118.168998718,-32.6721992493,"[-32.6721992493, 118.168998718]",Kulin Airport |  | small_airport
11581,AU,"136.860992432, -35.370700836199994",Althorpe Lighthouse Airstrip,small_airport,ALTHORPE_ISLANDS,136.860992432,-35.370700836199994,"[-35.370700836199994, 136.860992432]",Althorpe Lighthouse Airstrip | ALTHORPE_ISLANDS | small_airport
11582,AU,"115.885002136, -32.5803985596",Pinjarra North Airstrip,small_airport,PINJARRA,115.885002136,-32.5803985596,"[-32.5803985596, 115.885002136]",Pinjarra North Airstrip | PINJARRA | small_airport
11583,AU,"115.881745219, -32.6665196035",Pinjarra Skydiving Airstrip,small_airport,PINJARRA,115.881745219,-32.6665196035,"[-32.6665196035, 115.881745219]",Pinjarra Skydiving Airstrip | PINJARRA | small_airport
11584,AU,"115.789482594, -32.7874909969",Wheeler Field,small_airport,,115.789482594,-32.7874909969,"[-32.7874909969, 115.789482594]",Wheeler Field |  | small_airport
11585,AU,"115.670883179, -32.7909355164",Lake Clifton Airstrip,small_airport,LAKE_CLIFTON,115.670883179,-32.7909355164,"[-32.7909355164, 115.670883179]",Lake Clifton Airstrip | LAKE_CLIFTON | small_airport
11586,AU,"115.63999938964844, -32.849998474121094",Between Lakes Private Airstrip,small_airport,,115.63999938964844,-32.849998474121094,"[-32.849998474121094, 115.63999938964844]",Between Lakes Private Airstrip |  | small_airport
11587,AU,"113.735583333, -28.43785",Abrolhos East Wallabi Island Airport,small_airport,ABROLHOS,113.735583333,-28.43785,"[-28.43785, 113.735583333]",Abrolhos East Wallabi Island Airport | ABROLHOS | small_airport
11588,AU,"119.331947327, -34.380561828599994",Bremer Bay Airport,small_airport,BREMER_BAY,119.331947327,-34.380561828599994,"[-34.380561828599994, 119.331947327]",Bremer Bay Airport | BREMER_BAY | small_airport
11589,AU,"150.811477661, -31.9711685181",Middlebrook Station Scone Airstrip,small_airport,MIDDLEBROOK_STATION,150.811477661,-31.9711685181,"[-31.9711685181, 150.811477661]",Middlebrook Station Scone Airstrip | MIDDLEBROOK_STATION | small_airport
11590,AU,"118.216148376, -34.2250022888",Lily Dutch Windmill Airstrip,small_airport,,118.216148376,-34.2250022888,"[-34.2250022888, 118.216148376]",Lily Dutch Windmill Airstrip |  | small_airport
11591,AU,"115.700996399, -33.0187988281",Preston Field - Blair Howe,small_airport,,115.700996399,-33.0187988281,"[-33.0187988281, 115.700996399]",Preston Field - Blair Howe |  | small_airport
11592,AU,"147.7194061279297, -41.781700134277344",Avoca Airport,small_airport,AVOCA,147.7194061279297,-41.781700134277344,"[-41.781700134277344, 147.7194061279297]",Avoca Airport | AVOCA | small_airport
11593,AU,"118.08499908447266, -33.17490005493164",Kukerin,small_airport,KUKERIN_WA,118.08499908447266,-33.17490005493164,"[-33.17490005493164, 118.08499908447266]",Kukerin | KUKERIN_WA | small_airport
11594,AU,"118.468002, -22.487101",Karijini National Park,small_airport,,118.468002,-22.487101,"[-22.487101, 118.468002]",Karijini National Park |  | small_airport
11595,AU,"113.80522918701172, -23.10602378845215",Cardabia Station Airstrip,small_airport,INDIGENOUS_LAND_CORPORATION,113.80522918701172,-23.10602378845215,"[-23.10602378845215, 113.80522918701172]",Cardabia Station Airstrip | INDIGENOUS_LAND_CORPORATION | small_airport
11596,AU,"147.44583129882812, -42.16777801513672",Woodbury Airfield,small_airport,,147.44583129882812,-42.16777801513672,"[-42.16777801513672, 147.44583129882812]",Woodbury Airfield |  | small_airport
11597,AU,"142.26422119140625, -38.36196517944336",Port Fairy,small_airport,,142.26422119140625,-38.36196517944336,"[-38.36196517944336, 142.26422119140625]",Port Fairy |  | small_airport
11598,AU,"116.1520004272461, -34.659000396728516",Northcliffe Airstrips (needs confirmation),small_airport,,116.1520004272461,-34.659000396728516,"[-34.659000396728516, 116.1520004272461]",Northcliffe Airstrips (needs confirmation) |  | small_airport
11599,AU,"116.03333282470703, -27.983333587646484",Yuin Station,small_airport,,116.03333282470703,-27.983333587646484,"[-27.983333587646484, 116.03333282470703]",Yuin Station |  | small_airport
11600,AU,"147.86471557617188, -40.899166107177734",Boobyalla Airfield,small_airport,,147.86471557617188,-40.899166107177734,"[-40.899166107177734, 147.86471557617188]",Boobyalla Airfield |  | small_airport
11601,AU,"143.28611755371094, -36.9716682434082",Moonambel Airfield,small_airport,,143.28611755371094,-36.9716682434082,"[-36.9716682434082, 143.28611755371094]",Moonambel Airfield |  | small_airport
11602,AU,"118.18599700927734, -34.312400817871094",Stirling Range Retreat,small_airport,,118.18599700927734,-34.312400817871094,"[-34.312400817871094, 118.18599700927734]",Stirling Range Retreat |  | small_airport
11603,AU,"116.9520034790039, -34.34769821166992",Frankland Valley Vineyard,small_airport,FRANKLAND_VALLEY_VINEYARD_OR_FERNGROVE_WINERY,116.9520034790039,-34.34769821166992,"[-34.34769821166992, 116.9520034790039]",Frankland Valley Vineyard | FRANKLAND_VALLEY_VINEYARD_OR_FERNGROVE_WINERY | small_airport
11604,AU,"116.261314392, -31.6055488586",Avon Valley NP Airstrip,closed,,116.261314392,-31.6055488586,"[-31.6055488586, 116.261314392]",Avon Valley NP Airstrip |  | closed
11605,AU,"147.886885, -35.7626038",Tumbarumba Airport,small_airport,TUMBARUMBA,147.886885,-35.7626038,"[-35.7626038, 147.886885]",Tumbarumba Airport | TUMBARUMBA | small_airport
11606,AU,"115.8176498413086, -28.70870018005371",Tardun Christian Brothers airfield,small_airport,,115.8176498413086,-28.70870018005371,"[-28.70870018005371, 115.8176498413086]",Tardun Christian Brothers airfield |  | small_airport
11607,AU,"151.18368530273438, -33.88933181762695",Royal Prince Alfred Hospital Helipad,heliport,SIDNEY,151.18368530273438,-33.88933181762695,"[-33.88933181762695, 151.18368530273438]",Royal Prince Alfred Hospital Helipad | SIDNEY | heliport
11608,AU,"151.18963623046875, -33.82225036621094",Royal North Shore Hospital Helipad,heliport,SIDNEY,151.18963623046875,-33.82225036621094,"[-33.82225036621094, 151.18963623046875]",Royal North Shore Hospital Helipad | SIDNEY | heliport
11609,AU,"116.21547, -30.96663",New Norcia airstrip,small_airport,NEW_NORCIA,116.21547,-30.96663,"[-30.96663, 116.21547]",New Norcia airstrip | NEW_NORCIA | small_airport
11610,AU,"116.23998642, -30.921002743299997",New Norcia North,small_airport,,116.23998642,-30.921002743299997,"[-30.921002743299997, 116.23998642]",New Norcia North |  | small_airport
11611,AU,"113.5958, -28.299816666699996",Abrolhos North Island,small_airport,,113.5958,-28.299816666699996,"[-28.299816666699996, 113.5958]",Abrolhos North Island |  | small_airport
11612,AU,"113.689184189, -28.4754062982",Abrolhos Island,small_airport,,113.689184189,-28.4754062982,"[-28.4754062982, 113.689184189]",Abrolhos Island |  | small_airport
11613,AU,"152.566575, -26.971128",Kilcoy Airfield,small_airport,KILCOY,152.566575,-26.971128,"[-26.971128, 152.566575]",Kilcoy Airfield | KILCOY | small_airport
11614,AU,"118.055562973, -34.9874643375",Maitraya Resort Airstrip,small_airport,HTTP://WWW.MAITRAYA.COM,118.055562973,-34.9874643375,"[-34.9874643375, 118.055562973]",Maitraya Resort Airstrip | HTTP://WWW.MAITRAYA.COM | small_airport
11615,AU,"114.477367401, -28.071222965900002",Hutt River Airstrip,closed,NAIN,114.477367401,-28.071222965900002,"[-28.071222965900002, 114.477367401]",Hutt River Airstrip | NAIN | closed
11616,AU,"116.147289276, -31.5211908201",Chittering Airstrip,small_airport,CHITTERING,116.147289276,-31.5211908201,"[-31.5211908201, 116.147289276]",Chittering Airstrip | CHITTERING | small_airport
11617,AU,"143.458957672, -37.438747364399994",Trawalla Airport,small_airport,,143.458957672,-37.438747364399994,"[-37.438747364399994, 143.458957672]",Trawalla Airport |  | small_airport
11618,AU,"142.677165, -37.230559",Pomonal Airstrip,small_airport,,142.677165,-37.230559,"[-37.230559, 142.677165]",Pomonal Airstrip |  | small_airport
11619,AU,"137.3, -28.416666666699996",Lake Eyre North,small_airport,,137.3,-28.416666666699996,"[-28.416666666699996, 137.3]",Lake Eyre North |  | small_airport
11620,AU,"114.006564617, -21.884040258800002",Yardie Homestead,small_airport,,114.006564617,-21.884040258800002,"[-21.884040258800002, 114.006564617]",Yardie Homestead |  | small_airport
11621,AU,"118.310833333, -32.664444444400004",Kulin Bush Races Strip,small_airport,KULIN,118.310833333,-32.664444444400004,"[-32.664444444400004, 118.310833333]",Kulin Bush Races Strip | KULIN | small_airport
11622,AU,"153.425833333, -27.3458333333",Kooringal Airstrip,small_airport,,153.425833333,-27.3458333333,"[-27.3458333333, 153.425833333]",Kooringal Airstrip |  | small_airport
11623,AU,"138.493609428, -35.1725454513",Huntfield Airfield,small_airport,MORPHETT_VALE,138.493609428,-35.1725454513,"[-35.1725454513, 138.493609428]",Huntfield Airfield | MORPHETT_VALE | small_airport
11624,AU,"146.853778, -19.161889",Nelly Bay Heliport,heliport,"NELLY_BAY,_MAGNETIC_ISLAND",146.853778,-19.161889,"[-19.161889, 146.853778]","Nelly Bay Heliport | NELLY_BAY,_MAGNETIC_ISLAND | heliport"
11625,AU,"147.672729492, -36.9617573795",Lake Omeo Dry Lake Ultralightport,small_airport,,147.672729492,-36.9617573795,"[-36.9617573795, 147.672729492]",Lake Omeo Dry Lake Ultralightport |  | small_airport
11626,AU,"146.766046286, -37.3485734147",Snowy Range Airfield,small_airport,,146.766046286,-37.3485734147,"[-37.3485734147, 146.766046286]",Snowy Range Airfield |  | small_airport
11627,AU,"146.159431, -37.145053",Delatite Airstrip,small_airport,DELATITE,146.159431,-37.145053,"[-37.145053, 146.159431]",Delatite Airstrip | DELATITE | small_airport
11628,AU,"151.215684, -33.5473",Brooklyn Oval Helicopter Landing Site,heliport,BROOKLYN,151.215684,-33.5473,"[-33.5473, 151.215684]",Brooklyn Oval Helicopter Landing Site | BROOKLYN | heliport
11629,AU,"151.1936, -33.5562",Brooklyn TMC - Olivers Garage Helipad,heliport,BROOKLYN,151.1936,-33.5562,"[-33.5562, 151.1936]",Brooklyn TMC - Olivers Garage Helipad | BROOKLYN | heliport
11630,AU,"153.332, -29.6068",Brooms Head Heliport,heliport,BROOMS_HEAD,153.332,-29.6068,"[-29.6068, 153.332]",Brooms Head Heliport | BROOMS_HEAD | heliport
11631,AU,"147.40036, -33.6553",Cowal Gold Mine Helipad,heliport,WEST_WYALONG,147.40036,-33.6553,"[-33.6553, 147.40036]",Cowal Gold Mine Helipad | WEST_WYALONG | heliport
11632,AU,"148.877856, -23.57128",Blackwater Hospital Helipad,heliport,BLACKWATER,148.877856,-23.57128,"[-23.57128, 148.877856]",Blackwater Hospital Helipad | BLACKWATER | heliport
11633,AU,"153.02759, -27.44993",Royal Brisbane Hospital Helipad Charlie,heliport,BRISBANE,153.02759,-27.44993,"[-27.44993, 153.02759]",Royal Brisbane Hospital Helipad Charlie | BRISBANE | heliport
11634,AU,"151.13098, -29.771624",Inverell Hospital Helipad,heliport,INVERELL,151.13098,-29.771624,"[-29.771624, 151.13098]",Inverell Hospital Helipad | INVERELL | heliport
11635,AU,"150.306706, -33.628062",Blackheath - NPWS Helipad,heliport,BLACKHEATH_-_NPWS,150.306706,-33.628062,"[-33.628062, 150.306706]",Blackheath - NPWS Helipad | BLACKHEATH_-_NPWS | heliport
11636,AU,"153.284455, -28.808344",Lismore - Mortimer Oval Helicopter Landing Site,heliport,LISMORE,153.284455,-28.808344,"[-28.808344, 153.284455]",Lismore - Mortimer Oval Helicopter Landing Site | LISMORE | heliport
11637,AU,"153.288242, -28.801211",Lismore Helibase,heliport,LISMORE,153.288242,-28.801211,"[-28.801211, 153.288242]",Lismore Helibase | LISMORE | heliport
11638,AU,"151.31033, -33.73922",Long Reef Helipad,heliport,COLLAROY,151.31033,-33.73922,"[-33.73922, 151.31033]",Long Reef Helipad | COLLAROY | heliport
11639,AU,"151.8826, -24.1828",Agnes Water SES Grounds HLS,heliport,AGNES_WATER,151.8826,-24.1828,"[-24.1828, 151.8826]",Agnes Water SES Grounds HLS | AGNES_WATER | heliport
11640,AU,"131.10796, -13.2362",Adelaide River Helicopter Landing Site,heliport,ADELAIDE_RIVER,131.10796,-13.2362,"[-13.2362, 131.10796]",Adelaide River Helicopter Landing Site | ADELAIDE_RIVER | heliport
11641,AU,"153.44, -27.4031",Amity Heliport,heliport,AMITY,153.44,-27.4031,"[-27.4031, 153.44]",Amity Heliport | AMITY | heliport
11642,AU,"150.7914, -34.2098",Appin Colliery Helipad,heliport,APPIN,150.7914,-34.2098,"[-34.2098, 150.7914]",Appin Colliery Helipad | APPIN | heliport
11643,AU,"150.05846, -33.26958",Baal Bone Colliery Helipad,heliport,LITHGOW,150.05846,-33.26958,"[-33.26958, 150.05846]",Baal Bone Colliery Helipad | LITHGOW | heliport
11644,AU,"139.792522222, -35.3202777778",Sherlock Ultralight Airfield,small_airport,SHERLOCK,139.792522222,-35.3202777778,"[-35.3202777778, 139.792522222]",Sherlock Ultralight Airfield | SHERLOCK | small_airport
11645,AU,"149.8011, -35.448",Braidwood Helicopter Landing Site,heliport,BRAIDWOOD,149.8011,-35.448,"[-35.448, 149.8011]",Braidwood Helicopter Landing Site | BRAIDWOOD | heliport
11646,AU,"113.79925, -23.47487",Warroora Station Airstrip,small_airport,WARROORA_STATION,113.79925,-23.47487,"[-23.47487, 113.79925]",Warroora Station Airstrip | WARROORA_STATION | small_airport
11647,AU,"147.16922, -38.21962",Longford Heliport,heliport,BASS_STRAIGHT_OIL_AND_GAS_INDUSTRY,147.16922,-38.21962,"[-38.21962, 147.16922]",Longford Heliport | BASS_STRAIGHT_OIL_AND_GAS_INDUSTRY | heliport
11648,AU,"147.3055, -37.0331",Horse Hair Plain Aerodrome,closed,HOTHAM,147.3055,-37.0331,"[-37.0331, 147.3055]",Horse Hair Plain Aerodrome | HOTHAM | closed
11649,AU,"150.829822, -34.234073",West Cliff Colliery Helipad,heliport,APPIN,150.829822,-34.234073,"[-34.234073, 150.829822]",West Cliff Colliery Helipad | APPIN | heliport
11650,AU,"152.79353, -28.61835",Toonumbar Dam Helipad,heliport,,152.79353,-28.61835,"[-28.61835, 152.79353]",Toonumbar Dam Helipad |  | heliport
11651,AU,"153.1056, -29.66",Tucabia Oval Helicopter Landing Site,heliport,TUCABIA,153.1056,-29.66,"[-29.66, 153.1056]",Tucabia Oval Helicopter Landing Site | TUCABIA | heliport
11652,AU,"152.55133, -28.46907",Urbenville Helipad,heliport,URBENVILLE,152.55133,-28.46907,"[-28.46907, 152.55133]",Urbenville Helipad | URBENVILLE | heliport
11653,AU,"151.1635, -34.040487",Wanda Beach Helipad,heliport,CRONULLA,151.1635,-34.040487,"[-34.040487, 151.1635]",Wanda Beach Helipad | CRONULLA | heliport
11654,AU,"152.7156, -24.1129",Lady Elliot Island Airstrip,small_airport,LADY_ELLIOT_ISLAND,152.7156,-24.1129,"[-24.1129, 152.7156]",Lady Elliot Island Airstrip | LADY_ELLIOT_ISLAND | small_airport
11655,AU,"149.51908, -22.09246",Clairview Heliport,heliport,CLAIRVIEW,149.51908,-22.09246,"[-22.09246, 149.51908]",Clairview Heliport | CLAIRVIEW | heliport
11656,AU,"147.63124, -22.82707",Clermont Hospital Helipad,heliport,CLERMONT,147.63124,-22.82707,"[-22.82707, 147.63124]",Clermont Hospital Helipad | CLERMONT | heliport
11657,AU,"153.16415, -27.40104",Brisbane Water Police Helipad,heliport,BRISBANE,153.16415,-27.40104,"[-27.40104, 153.16415]",Brisbane Water Police Helipad | BRISBANE | heliport
11658,AU,"115.225055, -30.577798",Nambung Station Private Airstrip,small_airport,,115.225055,-30.577798,"[-30.577798, 115.225055]",Nambung Station Private Airstrip |  | small_airport
11659,AU,"149.417, -21.9092",Carmila Town Helicopter Landing Site,heliport,CARMILA,149.417,-21.9092,"[-21.9092, 149.417]",Carmila Town Helicopter Landing Site | CARMILA | heliport
11660,AU,"153.2606, -27.5346",Redland Hospital Helicopter Landing Site,heliport,CLEVELAND,153.2606,-27.5346,"[-27.5346, 153.2606]",Redland Hospital Helicopter Landing Site | CLEVELAND | heliport
11661,AU,"153.4092, -27.8239",Couran Cove Resort Helipad,heliport,COURAN_COVE_RESORT,153.4092,-27.8239,"[-27.8239, 153.4092]",Couran Cove Resort Helipad | COURAN_COVE_RESORT | heliport
11662,AU,"152.0587, -27.2649",Crows Nest Helipad,heliport,CROWS_NEST,152.0587,-27.2649,"[-27.2649, 152.0587]",Crows Nest Helipad | CROWS_NEST | heliport
11663,AU,"149.338, -23.655",Dingo Airstrip,small_airport,DINGO,149.338,-23.655,"[-23.655, 149.338]",Dingo Airstrip | DINGO | small_airport
11664,AU,"150.2625, -23.8479",Dululu Helicopter Landing Site,heliport,DULULU,150.2625,-23.8479,"[-23.8479, 150.2625]",Dululu Helicopter Landing Site | DULULU | heliport
11665,AU,"148.1539, -23.5166",Emerald Hospital Helicopter Landing Site,heliport,EMERALD,148.1539,-23.5166,"[-23.5166, 148.1539]",Emerald Hospital Helicopter Landing Site | EMERALD | heliport
11666,AU,"153.3154, -24.96",Orchid Beach Resort Helipad,heliport,FRASER_ISLAND,153.3154,-24.96,"[-24.96, 153.3154]",Orchid Beach Resort Helipad | FRASER_ISLAND | heliport
11667,AU,"153.0646, -25.5887",Toby's Gap Airstrip,small_airport,FRASER_ISLAND,153.0646,-25.5887,"[-25.5887, 153.0646]",Toby's Gap Airstrip | FRASER_ISLAND | small_airport
11668,AU,"148.9481, -20.1574",Hook Island Helipad,heliport,HOOK_ISLAND,148.9481,-20.1574,"[-20.1574, 148.9481]",Hook Island Helipad | HOOK_ISLAND | heliport
11669,AU,"148.3585, -21.4888",Hail Creek Mine Heliport,heliport,NEBO,148.3585,-21.4888,"[-21.4888, 148.3585]",Hail Creek Mine Heliport | NEBO | heliport
11670,AU,"152.0658, -26.1795",Goomeri Oval Helicopter Landing Site,heliport,GOOMERI,152.0658,-26.1795,"[-26.1795, 152.0658]",Goomeri Oval Helicopter Landing Site | GOOMERI | heliport
11671,AU,"153.427, -27.97",Gold Coast Water Police Helicopter Landing Site,heliport,GOLD_COAST,153.427,-27.97,"[-27.97, 153.427]",Gold Coast Water Police Helicopter Landing Site | GOLD_COAST | heliport
11672,AU,"148.1153, -21.3608",Glenden Township Heliport,heliport,GLENDEN,148.1153,-21.3608,"[-21.3608, 148.1153]",Glenden Township Heliport | GLENDEN | heliport
11673,AU,"151.24855, -23.8499",Gladstone Hospital Helipad,heliport,GLADSTONE,151.24855,-23.8499,"[-23.8499, 151.24855]",Gladstone Hospital Helipad | GLADSTONE | heliport
11674,AU,"151.3269, -23.7738",Facing Island Farmers Cove Helicopter Landing Site,heliport,GLADSTONE,151.3269,-23.7738,"[-23.7738, 151.3269]",Facing Island Farmers Cove Helicopter Landing Site | GLADSTONE | heliport
11675,AU,"151.3718, -23.8758",Facing Island - Gatcomb Head Helipad,heliport,ROCKHAMPTON,151.3718,-23.8758,"[-23.8758, 151.3718]",Facing Island - Gatcomb Head Helipad | ROCKHAMPTON | heliport
11676,AU,"153.1292, -25.505",Eurong Heliport,heliport,EURONG_RANGER'S_STATION,153.1292,-25.505,"[-25.505, 153.1292]",Eurong Heliport | EURONG_RANGER'S_STATION | heliport
11677,AU,"150.352, -28.6089",Boggabilla Fuel Depot Landing Site,heliport,GOONDIWINDI,150.352,-28.6089,"[-28.6089, 150.352]",Boggabilla Fuel Depot Landing Site | GOONDIWINDI | heliport
11678,AU,"150.3324, -28.6172",Boggabilla Airstrip,small_airport,GOONDIWINDI,150.3324,-28.6172,"[-28.6172, 150.3324]",Boggabilla Airstrip | GOONDIWINDI | small_airport
11679,AU,"114.911043, -28.699218",Valley View,small_airport,GERALDTON,114.911043,-28.699218,"[-28.699218, 114.911043]",Valley View | GERALDTON | small_airport
11680,AU,"115.789526, -32.672544",Midway,small_airport,,115.789526,-32.672544,"[-32.672544, 115.789526]",Midway |  | small_airport
11681,AU,"115.910386, -32.786914",Wheeler Drome,small_airport,,115.910386,-32.786914,"[-32.786914, 115.910386]",Wheeler Drome |  | small_airport
11682,AU,"115.717181, -33.094903",Unknown Farm Strip,small_airport,,115.717181,-33.094903,"[-33.094903, 115.717181]",Unknown Farm Strip |  | small_airport
11683,AU,"132.9142, -11.5494",Murgenella Airstrip,small_airport,MURGANELLA,132.9142,-11.5494,"[-11.5494, 132.9142]",Murgenella Airstrip | MURGANELLA | small_airport
11684,AU,"145.3766, -37.8594",Olinda (DSE) Helibase,heliport,OLINDA_/_MT_DANDENONG,145.3766,-37.8594,"[-37.8594, 145.3766]",Olinda (DSE) Helibase | OLINDA_/_MT_DANDENONG | heliport
11685,AU,"133.347244, -22.652908",Aileron Airstrip,small_airport,ANMATJERE,133.347244,-22.652908,"[-22.652908, 133.347244]",Aileron Airstrip | ANMATJERE | small_airport
11686,AU,"114.45385, -26.407707",Overlander Airport,small_airport,HAMELIN_POOL,114.45385,-26.407707,"[-26.407707, 114.45385]",Overlander Airport | HAMELIN_POOL | small_airport
11687,AU,"150.695005, -32.379816",Denman Farm Strip,small_airport,DENMAN,150.695005,-32.379816,"[-32.379816, 150.695005]",Denman Farm Strip | DENMAN | small_airport
11688,AU,"139.592156, -34.556053",Swan Reach Airport,small_airport,SWAN_REACH,139.592156,-34.556053,"[-34.556053, 139.592156]",Swan Reach Airport | SWAN_REACH | small_airport
11689,AU,"134.4036, -22.801963",Alcoota Station Airport,small_airport,ANMATJERE,134.4036,-22.801963,"[-22.801963, 134.4036]",Alcoota Station Airport | ANMATJERE | small_airport
11690,AU,"135.848699, -13.247423",Balma Airfield,small_airport,,135.848699,-13.247423,"[-13.247423, 135.848699]",Balma Airfield |  | small_airport
11691,AU,"131.495318, -13.376886",Ban Ban Airfield,small_airport,BAN_BAN_SPRINGS,131.495318,-13.376886,"[-13.376886, 131.495318]",Ban Ban Airfield | BAN_BAN_SPRINGS | small_airport
11692,AU,"134.039619, -18.79853",Banka Banka Airstrip,small_airport,TABLELANDS,134.039619,-18.79853,"[-18.79853, 134.039619]",Banka Banka Airstrip | TABLELANDS | small_airport
11693,AU,"135.817344, -13.146384",Baygurrtji Airfield,small_airport,,135.817344,-13.146384,"[-13.146384, 135.817344]",Baygurrtji Airfield |  | small_airport
11694,AU,"136.471556, -12.816959",Birany Birany Airfield,small_airport,,136.471556,-12.816959,"[-12.816959, 136.471556]",Birany Birany Airfield |  | small_airport
11695,AU,"130.429044, -16.119461",Bullita Airfield,small_airport,GREGORY,130.429044,-16.119461,"[-16.119461, 130.429044]",Bullita Airfield | GREGORY | small_airport
11696,AU,"129.348671, -17.996474",Bunda Landing Ground,small_airport,BUNDA_STATION,129.348671,-17.996474,"[-17.996474, 129.348671]",Bunda Landing Ground | BUNDA_STATION | small_airport
11697,AU,"130.961747, -21.499888",Chilla Well Landing Ground,small_airport,,130.961747,-21.499888,"[-21.499888, 130.961747]",Chilla Well Landing Ground |  | small_airport
11698,AU,"134.558959, -15.867686",Cox River Landing Ground,small_airport,ARNOLD,134.558959,-15.867686,"[-15.867686, 134.558959]",Cox River Landing Ground | ARNOLD | small_airport
11699,AU,"130.622849, -12.713254",Crab Claw Island Landing Ground,small_airport,BYNOE,130.622849,-12.713254,"[-12.713254, 130.622849]",Crab Claw Island Landing Ground | BYNOE | small_airport
11700,AU,"135.466661, -12.888913",Donydji Airport,small_airport,EAST_ARNHEM,135.466661,-12.888913,"[-12.888913, 135.466661]",Donydji Airport | EAST_ARNHEM | small_airport
11701,AU,"132.82983, -14.265449",Manyallaluk Airport,small_airport,EVA_VALLEY,132.82983,-14.265449,"[-14.265449, 132.82983]",Manyallaluk Airport | EVA_VALLEY | small_airport
11702,AU,"130.54513, -12.872221",Finniss River Landing Ground,small_airport,BYNOE,130.54513,-12.872221,"[-12.872221, 130.54513]",Finniss River Landing Ground | BYNOE | small_airport
11703,AU,"130.881436, -14.188069",Fish River Landing Ground,small_airport,TIPPERARY,130.881436,-14.188069,"[-14.188069, 130.881436]",Fish River Landing Ground | TIPPERARY | small_airport
11704,AU,"150.039698, -30.710741",Boggabri Hospital Heliport,heliport,BOGGABRI,150.039698,-30.710741,"[-30.710741, 150.039698]",Boggabri Hospital Heliport | BOGGABRI | heliport
11705,AU,"152.625167, -28.738",Bonalbo - Cricket oval HLS,heliport,BONALBO,152.625167,-28.738,"[-28.738, 152.625167]",Bonalbo - Cricket oval HLS | BONALBO | heliport
11706,AU,"148.704667, -34.4435",Boorowa Helicopter Landing Site,heliport,BOOROWA,148.704667,-34.4435,"[-34.4435, 148.704667]",Boorowa Helicopter Landing Site | BOOROWA | heliport
11707,AU,"149.444667, -35.254",Bungendore Helicopter Landing Site,heliport,BUNGENDORE,149.444667,-35.254,"[-35.254, 149.444667]",Bungendore Helicopter Landing Site | BUNGENDORE | heliport
11708,AU,"150.006799, -34.808073",Bungonia NP Heliport,heliport,BUNGONIA,150.006799,-34.808073,"[-34.808073, 150.006799]",Bungonia NP Heliport | BUNGONIA | heliport
11709,AU,"153.467841, -28.436563",Burringbar Sports Club Helicopter Landing Site,heliport,BURRINGBAR,153.467841,-28.436563,"[-28.436563, 153.467841]",Burringbar Sports Club Helicopter Landing Site | BURRINGBAR | heliport
11710,AU,"153.577167, -28.635167",Byron Central Hospital - Cavanbah Sporting Complex HLS,heliport,BYRON_BAY,153.577167,-28.635167,"[-28.635167, 153.577167]",Byron Central Hospital - Cavanbah Sporting Complex HLS | BYRON_BAY | heliport
11711,AU,"130.381982, -12.752131",Dundee Beach First Aid Post Helipad,heliport,DUNDEE_BEACH,130.381982,-12.752131,"[-12.752131, 130.381982]",Dundee Beach First Aid Post Helipad | DUNDEE_BEACH | heliport
11712,AU,"130.529664, -12.770746",Dundee Downs First Aid Post HLS,heliport,DUNDEE_DOWNS,130.529664,-12.770746,"[-12.770746, 130.529664]",Dundee Downs First Aid Post HLS | DUNDEE_DOWNS | heliport
11713,AU,"130.765833, -12.500167",Gerald Farm Airfield,small_airport,,130.765833,-12.500167,"[-12.500167, 130.765833]",Gerald Farm Airfield |  | small_airport
