,0,1
0,ADELAIDE,ALBANY
1,ADELAIDE,ALBURY
2,ADELAIDE,ALICE SPRINGS
3,ADELAIDE,ARMIDALE
4,ADELAIDE,AURUKUN
5,ADELAIDE,AYERS ROCK
6,ADELAIDE,BALLINA
7,ADELAIDE,BAMAGA
8,ADELAIDE,BATHURST ISLAND
9,ADELAIDE,BRISBANE
10,ADELAIDE,BROKEN HILL
11,ADELAIDE,BROOME
12,ADELAIDE,BUNDABERG
13,ADELAIDE,BURNIE
14,ADELAIDE,CAIRNS
15,ADELAIDE,CANBERRA
16,ADELAIDE,CARNARVON
17,ADELAIDE,CEDUNA
18,ADELAIDE,CHARLEVILLE
19,ADELAIDE,CHRISTMAS ISLAND
20,ADELAIDE,CLONCURRY
21,ADELAIDE,COCOS ISLAND
22,ADELAIDE,COFFS HARBOUR
23,ADELAIDE,COOKTOWN
24,ADELAIDE,DARWIN
25,ADELAIDE,DEVONPORT
26,ADELAIDE,DUBBO
27,ADELAIDE,EDWARD RIVER
28,ADELAIDE,EMERALD
29,ADELAIDE,ESPERANCE
30,ADELAIDE,ESSENDON FIELDS
31,ADELAIDE,FLINDERS ISLAND
32,ADELAIDE,GERALDTON
33,ADELAIDE,GLADSTONE
34,ADELAIDE,GOLD COAST
35,ADELAIDE,GOVE
36,ADELAIDE,GRIFFITH
37,ADELAIDE,GROOTE EYLANDT
38,ADELAIDE,HAMILTON ISLAND
39,ADELAIDE,HERVEY BAY
40,ADELAIDE,HOBART
41,ADELAIDE,KALGOORLIE
42,ADELAIDE,KARRATHA
43,ADELAIDE,KING ISLAND
44,ADELAIDE,KINGSCOTE
45,ADELAIDE,KOWANYAMA
46,ADELAIDE,KUNUNURRA
47,ADELAIDE,LAUNCESTON
48,ADELAIDE,LEARMONTH
49,ADELAIDE,LOCKHART RIVER
50,ADELAIDE,LONGREACH
51,ADELAIDE,LORD HOWE ISLAND
52,ADELAIDE,MACKAY
53,ADELAIDE,MANINGRIDA
54,ADELAIDE,MCARTHUR RIVER
55,ADELAIDE,MELBOURNE
56,ADELAIDE,MERIMBULA
57,ADELAIDE,MILDURA
58,ADELAIDE,MORANBAH
59,ADELAIDE,MOREE
60,ADELAIDE,MORNINGTON ISLAND
61,ADELAIDE,MOUNT GAMBIER
62,ADELAIDE,MOUNT ISA
63,ADELAIDE,NEWCASTLE
64,ADELAIDE,NEWMAN
65,ADELAIDE,NORFOLK ISLAND
66,ADELAIDE,OLYMPIC DAM
67,ADELAIDE,ORANGE
68,ADELAIDE,PALM ISLAND
69,ADELAIDE,PARABURDOO
70,ADELAIDE,PARKES
71,ADELAIDE,PERTH
72,ADELAIDE,PORT HEDLAND
73,ADELAIDE,PORT LINCOLN
74,ADELAIDE,PORT MACQUARIE
75,ADELAIDE,PROSERPINE
76,ADELAIDE,ROCKHAMPTON
77,ADELAIDE,ROMA
78,ADELAIDE,SUNSHINE COAST
79,ADELAIDE,SYDNEY
80,ADELAIDE,TAMWORTH
81,ADELAIDE,THURSDAY ISLAND
82,ADELAIDE,TOOWOOMBA WELLCAMP
83,ADELAIDE,TOWNSVILLE
84,ADELAIDE,WAGGA WAGGA
85,ADELAIDE,WEIPA
86,ADELAIDE,WHYALLA
87,ADELAIDE,WOLLONGONG
88,ALBANY,ADELAIDE
89,ALBANY,ALBURY
90,ALBANY,ALICE SPRINGS
91,ALBANY,ARMIDALE
92,ALBANY,AURUKUN
93,ALBANY,AYERS ROCK
94,ALBANY,BALLINA
95,ALBANY,BAMAGA
96,ALBANY,BATHURST ISLAND
97,ALBANY,BRISBANE
98,ALBANY,BROKEN HILL
99,ALBANY,BROOME
100,ALBANY,BUNDABERG
101,ALBANY,BURNIE
102,ALBANY,CAIRNS
103,ALBANY,CANBERRA
104,ALBANY,CARNARVON
105,ALBANY,CEDUNA
106,ALBANY,CHARLEVILLE
107,ALBANY,CHRISTMAS ISLAND
108,ALBANY,CLONCURRY
109,ALBANY,COCOS ISLAND
110,ALBANY,COFFS HARBOUR
111,ALBANY,COOKTOWN
112,ALBANY,DARWIN
113,ALBANY,DEVONPORT
114,ALBANY,DUBBO
115,ALBANY,EDWARD RIVER
116,ALBANY,EMERALD
117,ALBANY,ESPERANCE
118,ALBANY,ESSENDON FIELDS
119,ALBANY,FLINDERS ISLAND
120,ALBANY,GERALDTON
121,ALBANY,GLADSTONE
122,ALBANY,GOLD COAST
123,ALBANY,GOVE
124,ALBANY,GRIFFITH
125,ALBANY,GROOTE EYLANDT
126,ALBANY,HAMILTON ISLAND
127,ALBANY,HERVEY BAY
128,ALBANY,HOBART
129,ALBANY,KALGOORLIE
130,ALBANY,KARRATHA
131,ALBANY,KING ISLAND
132,ALBANY,KINGSCOTE
133,ALBANY,KOWANYAMA
134,ALBANY,KUNUNURRA
135,ALBANY,LAUNCESTON
136,ALBANY,LEARMONTH
137,ALBANY,LOCKHART RIVER
138,ALBANY,LONGREACH
139,ALBANY,LORD HOWE ISLAND
140,ALBANY,MACKAY
141,ALBANY,MANINGRIDA
142,ALBANY,MCARTHUR RIVER
143,ALBANY,MELBOURNE
144,ALBANY,MERIMBULA
145,ALBANY,MILDURA
146,ALBANY,MORANBAH
147,ALBANY,MOREE
148,ALBANY,MORNINGTON ISLAND
149,ALBANY,MOUNT GAMBIER
150,ALBANY,MOUNT ISA
151,ALBANY,NEWCASTLE
152,ALBANY,NEWMAN
153,ALBANY,NORFOLK ISLAND
154,ALBANY,OLYMPIC DAM
155,ALBANY,ORANGE
156,ALBANY,PALM ISLAND
157,ALBANY,PARABURDOO
158,ALBANY,PARKES
159,ALBANY,PERTH
160,ALBANY,PORT HEDLAND
161,ALBANY,PORT LINCOLN
162,ALBANY,PORT MACQUARIE
163,ALBANY,PROSERPINE
164,ALBANY,ROCKHAMPTON
165,ALBANY,ROMA
166,ALBANY,SUNSHINE COAST
167,ALBANY,SYDNEY
168,ALBANY,TAMWORTH
169,ALBANY,THURSDAY ISLAND
170,ALBANY,TOOWOOMBA WELLCAMP
171,ALBANY,TOWNSVILLE
172,ALBANY,WAGGA WAGGA
173,ALBANY,WEIPA
174,ALBANY,WHYALLA
175,ALBANY,WOLLONGONG
176,ALBURY,ADELAIDE
177,ALBURY,ALBANY
178,ALBURY,ALICE SPRINGS
179,ALBURY,ARMIDALE
180,ALBURY,AURUKUN
181,ALBURY,AYERS ROCK
182,ALBURY,BALLINA
183,ALBURY,BAMAGA
184,ALBURY,BATHURST ISLAND
185,ALBURY,BRISBANE
186,ALBURY,BROKEN HILL
187,ALBURY,BROOME
188,ALBURY,BUNDABERG
189,ALBURY,BURNIE
190,ALBURY,CAIRNS
191,ALBURY,CANBERRA
192,ALBURY,CARNARVON
193,ALBURY,CEDUNA
194,ALBURY,CHARLEVILLE
195,ALBURY,CHRISTMAS ISLAND
196,ALBURY,CLONCURRY
197,ALBURY,COCOS ISLAND
198,ALBURY,COFFS HARBOUR
199,ALBURY,COOKTOWN
200,ALBURY,DARWIN
201,ALBURY,DEVONPORT
202,ALBURY,DUBBO
203,ALBURY,EDWARD RIVER
204,ALBURY,EMERALD
205,ALBURY,ESPERANCE
206,ALBURY,ESSENDON FIELDS
207,ALBURY,FLINDERS ISLAND
208,ALBURY,GERALDTON
209,ALBURY,GLADSTONE
210,ALBURY,GOLD COAST
211,ALBURY,GOVE
212,ALBURY,GRIFFITH
213,ALBURY,GROOTE EYLANDT
214,ALBURY,HAMILTON ISLAND
215,ALBURY,HERVEY BAY
216,ALBURY,HOBART
217,ALBURY,KALGOORLIE
218,ALBURY,KARRATHA
219,ALBURY,KING ISLAND
220,ALBURY,KINGSCOTE
221,ALBURY,KOWANYAMA
222,ALBURY,KUNUNURRA
223,ALBURY,LAUNCESTON
224,ALBURY,LEARMONTH
225,ALBURY,LOCKHART RIVER
226,ALBURY,LONGREACH
227,ALBURY,LORD HOWE ISLAND
228,ALBURY,MACKAY
229,ALBURY,MANINGRIDA
230,ALBURY,MCARTHUR RIVER
231,ALBURY,MELBOURNE
232,ALBURY,MERIMBULA
233,ALBURY,MILDURA
234,ALBURY,MORANBAH
235,ALBURY,MOREE
236,ALBURY,MORNINGTON ISLAND
237,ALBURY,MOUNT GAMBIER
238,ALBURY,MOUNT ISA
239,ALBURY,NEWCASTLE
240,ALBURY,NEWMAN
241,ALBURY,NORFOLK ISLAND
242,ALBURY,OLYMPIC DAM
243,ALBURY,ORANGE
244,ALBURY,PALM ISLAND
245,ALBURY,PARABURDOO
246,ALBURY,PARKES
247,ALBURY,PERTH
248,ALBURY,PORT HEDLAND
249,ALBURY,PORT LINCOLN
250,ALBURY,PORT MACQUARIE
251,ALBURY,PROSERPINE
252,ALBURY,ROCKHAMPTON
253,ALBURY,ROMA
254,ALBURY,SUNSHINE COAST
255,ALBURY,SYDNEY
256,ALBURY,TAMWORTH
257,ALBURY,THURSDAY ISLAND
258,ALBURY,TOOWOOMBA WELLCAMP
259,ALBURY,TOWNSVILLE
260,ALBURY,WAGGA WAGGA
261,ALBURY,WEIPA
262,ALBURY,WHYALLA
263,ALBURY,WOLLONGONG
264,ALICE SPRINGS,ADELAIDE
265,ALICE SPRINGS,ALBANY
266,ALICE SPRINGS,ALBURY
267,ALICE SPRINGS,ARMIDALE
268,ALICE SPRINGS,AURUKUN
269,ALICE SPRINGS,AYERS ROCK
270,ALICE SPRINGS,BALLINA
271,ALICE SPRINGS,BAMAGA
272,ALICE SPRINGS,BATHURST ISLAND
273,ALICE SPRINGS,BRISBANE
274,ALICE SPRINGS,BROKEN HILL
275,ALICE SPRINGS,BROOME
276,ALICE SPRINGS,BUNDABERG
277,ALICE SPRINGS,BURNIE
278,ALICE SPRINGS,CAIRNS
279,ALICE SPRINGS,CANBERRA
280,ALICE SPRINGS,CARNARVON
281,ALICE SPRINGS,CEDUNA
282,ALICE SPRINGS,CHARLEVILLE
283,ALICE SPRINGS,CHRISTMAS ISLAND
284,ALICE SPRINGS,CLONCURRY
285,ALICE SPRINGS,COCOS ISLAND
286,ALICE SPRINGS,COFFS HARBOUR
287,ALICE SPRINGS,COOKTOWN
288,ALICE SPRINGS,DARWIN
289,ALICE SPRINGS,DEVONPORT
290,ALICE SPRINGS,DUBBO
291,ALICE SPRINGS,EDWARD RIVER
292,ALICE SPRINGS,EMERALD
293,ALICE SPRINGS,ESPERANCE
294,ALICE SPRINGS,ESSENDON FIELDS
295,ALICE SPRINGS,FLINDERS ISLAND
296,ALICE SPRINGS,GERALDTON
297,ALICE SPRINGS,GLADSTONE
298,ALICE SPRINGS,GOLD COAST
299,ALICE SPRINGS,GOVE
300,ALICE SPRINGS,GRIFFITH
301,ALICE SPRINGS,GROOTE EYLANDT
302,ALICE SPRINGS,HAMILTON ISLAND
303,ALICE SPRINGS,HERVEY BAY
304,ALICE SPRINGS,HOBART
305,ALICE SPRINGS,KALGOORLIE
306,ALICE SPRINGS,KARRATHA
307,ALICE SPRINGS,KING ISLAND
308,ALICE SPRINGS,KINGSCOTE
309,ALICE SPRINGS,KOWANYAMA
310,ALICE SPRINGS,KUNUNURRA
311,ALICE SPRINGS,LAUNCESTON
312,ALICE SPRINGS,LEARMONTH
313,ALICE SPRINGS,LOCKHART RIVER
314,ALICE SPRINGS,LONGREACH
315,ALICE SPRINGS,LORD HOWE ISLAND
316,ALICE SPRINGS,MACKAY
317,ALICE SPRINGS,MANINGRIDA
318,ALICE SPRINGS,MCARTHUR RIVER
319,ALICE SPRINGS,MELBOURNE
320,ALICE SPRINGS,MERIMBULA
321,ALICE SPRINGS,MILDURA
322,ALICE SPRINGS,MORANBAH
323,ALICE SPRINGS,MOREE
324,ALICE SPRINGS,MORNINGTON ISLAND
325,ALICE SPRINGS,MOUNT GAMBIER
326,ALICE SPRINGS,MOUNT ISA
327,ALICE SPRINGS,NEWCASTLE
328,ALICE SPRINGS,NEWMAN
329,ALICE SPRINGS,NORFOLK ISLAND
330,ALICE SPRINGS,OLYMPIC DAM
331,ALICE SPRINGS,ORANGE
332,ALICE SPRINGS,PALM ISLAND
333,ALICE SPRINGS,PARABURDOO
334,ALICE SPRINGS,PARKES
335,ALICE SPRINGS,PERTH
336,ALICE SPRINGS,PORT HEDLAND
337,ALICE SPRINGS,PORT LINCOLN
338,ALICE SPRINGS,PORT MACQUARIE
339,ALICE SPRINGS,PROSERPINE
340,ALICE SPRINGS,ROCKHAMPTON
341,ALICE SPRINGS,ROMA
342,ALICE SPRINGS,SUNSHINE COAST
343,ALICE SPRINGS,SYDNEY
344,ALICE SPRINGS,TAMWORTH
345,ALICE SPRINGS,THURSDAY ISLAND
346,ALICE SPRINGS,TOOWOOMBA WELLCAMP
347,ALICE SPRINGS,TOWNSVILLE
348,ALICE SPRINGS,WAGGA WAGGA
349,ALICE SPRINGS,WEIPA
350,ALICE SPRINGS,WHYALLA
351,ALICE SPRINGS,WOLLONGONG
352,ARMIDALE,ADELAIDE
353,ARMIDALE,ALBANY
354,ARMIDALE,ALBURY
355,ARMIDALE,ALICE SPRINGS
356,ARMIDALE,AURUKUN
357,ARMIDALE,AYERS ROCK
358,ARMIDALE,BALLINA
359,ARMIDALE,BAMAGA
360,ARMIDALE,BATHURST ISLAND
361,ARMIDALE,BRISBANE
362,ARMIDALE,BROKEN HILL
363,ARMIDALE,BROOME
364,ARMIDALE,BUNDABERG
365,ARMIDALE,BURNIE
366,ARMIDALE,CAIRNS
367,ARMIDALE,CANBERRA
368,ARMIDALE,CARNARVON
369,ARMIDALE,CEDUNA
370,ARMIDALE,CHARLEVILLE
371,ARMIDALE,CHRISTMAS ISLAND
372,ARMIDALE,CLONCURRY
373,ARMIDALE,COCOS ISLAND
374,ARMIDALE,COFFS HARBOUR
375,ARMIDALE,COOKTOWN
376,ARMIDALE,DARWIN
377,ARMIDALE,DEVONPORT
378,ARMIDALE,DUBBO
379,ARMIDALE,EDWARD RIVER
380,ARMIDALE,EMERALD
381,ARMIDALE,ESPERANCE
382,ARMIDALE,ESSENDON FIELDS
383,ARMIDALE,FLINDERS ISLAND
384,ARMIDALE,GERALDTON
385,ARMIDALE,GLADSTONE
386,ARMIDALE,GOLD COAST
387,ARMIDALE,GOVE
388,ARMIDALE,GRIFFITH
389,ARMIDALE,GROOTE EYLANDT
390,ARMIDALE,HAMILTON ISLAND
391,ARMIDALE,HERVEY BAY
392,ARMIDALE,HOBART
393,ARMIDALE,KALGOORLIE
394,ARMIDALE,KARRATHA
395,ARMIDALE,KING ISLAND
396,ARMIDALE,KINGSCOTE
397,ARMIDALE,KOWANYAMA
398,ARMIDALE,KUNUNURRA
399,ARMIDALE,LAUNCESTON
400,ARMIDALE,LEARMONTH
401,ARMIDALE,LOCKHART RIVER
402,ARMIDALE,LONGREACH
403,ARMIDALE,LORD HOWE ISLAND
404,ARMIDALE,MACKAY
405,ARMIDALE,MANINGRIDA
406,ARMIDALE,MCARTHUR RIVER
407,ARMIDALE,MELBOURNE
408,ARMIDALE,MERIMBULA
409,ARMIDALE,MILDURA
410,ARMIDALE,MORANBAH
411,ARMIDALE,MOREE
412,ARMIDALE,MORNINGTON ISLAND
413,ARMIDALE,MOUNT GAMBIER
414,ARMIDALE,MOUNT ISA
415,ARMIDALE,NEWCASTLE
416,ARMIDALE,NEWMAN
417,ARMIDALE,NORFOLK ISLAND
418,ARMIDALE,OLYMPIC DAM
419,ARMIDALE,ORANGE
420,ARMIDALE,PALM ISLAND
421,ARMIDALE,PARABURDOO
422,ARMIDALE,PARKES
423,ARMIDALE,PERTH
424,ARMIDALE,PORT HEDLAND
425,ARMIDALE,PORT LINCOLN
426,ARMIDALE,PORT MACQUARIE
427,ARMIDALE,PROSERPINE
428,ARMIDALE,ROCKHAMPTON
429,ARMIDALE,ROMA
430,ARMIDALE,SUNSHINE COAST
431,ARMIDALE,SYDNEY
432,ARMIDALE,TAMWORTH
433,ARMIDALE,THURSDAY ISLAND
434,ARMIDALE,TOOWOOMBA WELLCAMP
435,ARMIDALE,TOWNSVILLE
436,ARMIDALE,WAGGA WAGGA
437,ARMIDALE,WEIPA
438,ARMIDALE,WHYALLA
439,ARMIDALE,WOLLONGONG
440,AURUKUN,ADELAIDE
441,AURUKUN,ALBANY
442,AURUKUN,ALBURY
443,AURUKUN,ALICE SPRINGS
444,AURUKUN,ARMIDALE
445,AURUKUN,AYERS ROCK
446,AURUKUN,BALLINA
447,AURUKUN,BAMAGA
448,AURUKUN,BATHURST ISLAND
449,AURUKUN,BRISBANE
450,AURUKUN,BROKEN HILL
451,AURUKUN,BROOME
452,AURUKUN,BUNDABERG
453,AURUKUN,BURNIE
454,AURUKUN,CAIRNS
455,AURUKUN,CANBERRA
456,AURUKUN,CARNARVON
457,AURUKUN,CEDUNA
458,AURUKUN,CHARLEVILLE
459,AURUKUN,CHRISTMAS ISLAND
460,AURUKUN,CLONCURRY
461,AURUKUN,COCOS ISLAND
462,AURUKUN,COFFS HARBOUR
463,AURUKUN,COOKTOWN
464,AURUKUN,DARWIN
465,AURUKUN,DEVONPORT
466,AURUKUN,DUBBO
467,AURUKUN,EDWARD RIVER
468,AURUKUN,EMERALD
469,AURUKUN,ESPERANCE
470,AURUKUN,ESSENDON FIELDS
471,AURUKUN,FLINDERS ISLAND
472,AURUKUN,GERALDTON
473,AURUKUN,GLADSTONE
474,AURUKUN,GOLD COAST
475,AURUKUN,GOVE
476,AURUKUN,GRIFFITH
477,AURUKUN,GROOTE EYLANDT
478,AURUKUN,HAMILTON ISLAND
479,AURUKUN,HERVEY BAY
480,AURUKUN,HOBART
481,AURUKUN,KALGOORLIE
482,AURUKUN,KARRATHA
483,AURUKUN,KING ISLAND
484,AURUKUN,KINGSCOTE
485,AURUKUN,KOWANYAMA
486,AURUKUN,KUNUNURRA
487,AURUKUN,LAUNCESTON
488,AURUKUN,LEARMONTH
489,AURUKUN,LOCKHART RIVER
490,AURUKUN,LONGREACH
491,AURUKUN,LORD HOWE ISLAND
492,AURUKUN,MACKAY
493,AURUKUN,MANINGRIDA
494,AURUKUN,MCARTHUR RIVER
495,AURUKUN,MELBOURNE
496,AURUKUN,MERIMBULA
497,AURUKUN,MILDURA
498,AURUKUN,MORANBAH
499,AURUKUN,MOREE
500,AURUKUN,MORNINGTON ISLAND
501,AURUKUN,MOUNT GAMBIER
502,AURUKUN,MOUNT ISA
503,AURUKUN,NEWCASTLE
504,AURUKUN,NEWMAN
505,AURUKUN,NORFOLK ISLAND
506,AURUKUN,OLYMPIC DAM
507,AURUKUN,ORANGE
508,AURUKUN,PALM ISLAND
509,AURUKUN,PARABURDOO
510,AURUKUN,PARKES
511,AURUKUN,PERTH
512,AURUKUN,PORT HEDLAND
513,AURUKUN,PORT LINCOLN
514,AURUKUN,PORT MACQUARIE
515,AURUKUN,PROSERPINE
516,AURUKUN,ROCKHAMPTON
517,AURUKUN,ROMA
518,AURUKUN,SUNSHINE COAST
519,AURUKUN,SYDNEY
520,AURUKUN,TAMWORTH
521,AURUKUN,THURSDAY ISLAND
522,AURUKUN,TOOWOOMBA WELLCAMP
523,AURUKUN,TOWNSVILLE
524,AURUKUN,WAGGA WAGGA
525,AURUKUN,WEIPA
526,AURUKUN,WHYALLA
527,AURUKUN,WOLLONGONG
528,AYERS ROCK,ADELAIDE
529,AYERS ROCK,ALBANY
530,AYERS ROCK,ALBURY
531,AYERS ROCK,ALICE SPRINGS
532,AYERS ROCK,ARMIDALE
533,AYERS ROCK,AURUKUN
534,AYERS ROCK,BALLINA
535,AYERS ROCK,BAMAGA
536,AYERS ROCK,BATHURST ISLAND
537,AYERS ROCK,BRISBANE
538,AYERS ROCK,BROKEN HILL
539,AYERS ROCK,BROOME
540,AYERS ROCK,BUNDABERG
541,AYERS ROCK,BURNIE
542,AYERS ROCK,CAIRNS
543,AYERS ROCK,CANBERRA
544,AYERS ROCK,CARNARVON
545,AYERS ROCK,CEDUNA
546,AYERS ROCK,CHARLEVILLE
547,AYERS ROCK,CHRISTMAS ISLAND
548,AYERS ROCK,CLONCURRY
549,AYERS ROCK,COCOS ISLAND
550,AYERS ROCK,COFFS HARBOUR
551,AYERS ROCK,COOKTOWN
552,AYERS ROCK,DARWIN
553,AYERS ROCK,DEVONPORT
554,AYERS ROCK,DUBBO
555,AYERS ROCK,EDWARD RIVER
556,AYERS ROCK,EMERALD
557,AYERS ROCK,ESPERANCE
558,AYERS ROCK,ESSENDON FIELDS
559,AYERS ROCK,FLINDERS ISLAND
560,AYERS ROCK,GERALDTON
561,AYERS ROCK,GLADSTONE
562,AYERS ROCK,GOLD COAST
563,AYERS ROCK,GOVE
564,AYERS ROCK,GRIFFITH
565,AYERS ROCK,GROOTE EYLANDT
566,AYERS ROCK,HAMILTON ISLAND
567,AYERS ROCK,HERVEY BAY
568,AYERS ROCK,HOBART
569,AYERS ROCK,KALGOORLIE
570,AYERS ROCK,KARRATHA
571,AYERS ROCK,KING ISLAND
572,AYERS ROCK,KINGSCOTE
573,AYERS ROCK,KOWANYAMA
574,AYERS ROCK,KUNUNURRA
575,AYERS ROCK,LAUNCESTON
576,AYERS ROCK,LEARMONTH
577,AYERS ROCK,LOCKHART RIVER
578,AYERS ROCK,LONGREACH
579,AYERS ROCK,LORD HOWE ISLAND
580,AYERS ROCK,MACKAY
581,AYERS ROCK,MANINGRIDA
582,AYERS ROCK,MCARTHUR RIVER
583,AYERS ROCK,MELBOURNE
584,AYERS ROCK,MERIMBULA
585,AYERS ROCK,MILDURA
586,AYERS ROCK,MORANBAH
587,AYERS ROCK,MOREE
588,AYERS ROCK,MORNINGTON ISLAND
589,AYERS ROCK,MOUNT GAMBIER
590,AYERS ROCK,MOUNT ISA
591,AYERS ROCK,NEWCASTLE
592,AYERS ROCK,NEWMAN
593,AYERS ROCK,NORFOLK ISLAND
594,AYERS ROCK,OLYMPIC DAM
595,AYERS ROCK,ORANGE
596,AYERS ROCK,PALM ISLAND
597,AYERS ROCK,PARABURDOO
598,AYERS ROCK,PARKES
599,AYERS ROCK,PERTH
600,AYERS ROCK,PORT HEDLAND
601,AYERS ROCK,PORT LINCOLN
602,AYERS ROCK,PORT MACQUARIE
603,AYERS ROCK,PROSERPINE
604,AYERS ROCK,ROCKHAMPTON
605,AYERS ROCK,ROMA
606,AYERS ROCK,SUNSHINE COAST
607,AYERS ROCK,SYDNEY
608,AYERS ROCK,TAMWORTH
609,AYERS ROCK,THURSDAY ISLAND
610,AYERS ROCK,TOOWOOMBA WELLCAMP
611,AYERS ROCK,TOWNSVILLE
612,AYERS ROCK,WAGGA WAGGA
613,AYERS ROCK,WEIPA
614,AYERS ROCK,WHYALLA
615,AYERS ROCK,WOLLONGONG
616,BALLINA,ADELAIDE
617,BALLINA,ALBANY
618,BALLINA,ALBURY
619,BALLINA,ALICE SPRINGS
620,BALLINA,ARMIDALE
621,BALLINA,AURUKUN
622,BALLINA,AYERS ROCK
623,BALLINA,BAMAGA
624,BALLINA,BATHURST ISLAND
625,BALLINA,BRISBANE
626,BALLINA,BROKEN HILL
627,BALLINA,BROOME
628,BALLINA,BUNDABERG
629,BALLINA,BURNIE
630,BALLINA,CAIRNS
631,BALLINA,CANBERRA
632,BALLINA,CARNARVON
633,BALLINA,CEDUNA
634,BALLINA,CHARLEVILLE
635,BALLINA,CHRISTMAS ISLAND
636,BALLINA,CLONCURRY
637,BALLINA,COCOS ISLAND
638,BALLINA,COFFS HARBOUR
639,BALLINA,COOKTOWN
640,BALLINA,DARWIN
641,BALLINA,DEVONPORT
642,BALLINA,DUBBO
643,BALLINA,EDWARD RIVER
644,BALLINA,EMERALD
645,BALLINA,ESPERANCE
646,BALLINA,ESSENDON FIELDS
647,BALLINA,FLINDERS ISLAND
648,BALLINA,GERALDTON
649,BALLINA,GLADSTONE
650,BALLINA,GOLD COAST
651,BALLINA,GOVE
652,BALLINA,GRIFFITH
653,BALLINA,GROOTE EYLANDT
654,BALLINA,HAMILTON ISLAND
655,BALLINA,HERVEY BAY
656,BALLINA,HOBART
657,BALLINA,KALGOORLIE
658,BALLINA,KARRATHA
659,BALLINA,KING ISLAND
660,BALLINA,KINGSCOTE
661,BALLINA,KOWANYAMA
662,BALLINA,KUNUNURRA
663,BALLINA,LAUNCESTON
664,BALLINA,LEARMONTH
665,BALLINA,LOCKHART RIVER
666,BALLINA,LONGREACH
667,BALLINA,LORD HOWE ISLAND
668,BALLINA,MACKAY
669,BALLINA,MANINGRIDA
670,BALLINA,MCARTHUR RIVER
671,BALLINA,MELBOURNE
672,BALLINA,MERIMBULA
673,BALLINA,MILDURA
674,BALLINA,MORANBAH
675,BALLINA,MOREE
676,BALLINA,MORNINGTON ISLAND
677,BALLINA,MOUNT GAMBIER
678,BALLINA,MOUNT ISA
679,BALLINA,NEWCASTLE
680,BALLINA,NEWMAN
681,BALLINA,NORFOLK ISLAND
682,BALLINA,OLYMPIC DAM
683,BALLINA,ORANGE
684,BALLINA,PALM ISLAND
685,BALLINA,PARABURDOO
686,BALLINA,PARKES
687,BALLINA,PERTH
688,BALLINA,PORT HEDLAND
689,BALLINA,PORT LINCOLN
690,BALLINA,PORT MACQUARIE
691,BALLINA,PROSERPINE
692,BALLINA,ROCKHAMPTON
693,BALLINA,ROMA
694,BALLINA,SUNSHINE COAST
695,BALLINA,SYDNEY
696,BALLINA,TAMWORTH
697,BALLINA,THURSDAY ISLAND
698,BALLINA,TOOWOOMBA WELLCAMP
699,BALLINA,TOWNSVILLE
700,BALLINA,WAGGA WAGGA
701,BALLINA,WEIPA
702,BALLINA,WHYALLA
703,BALLINA,WOLLONGONG
704,BAMAGA,ADELAIDE
705,BAMAGA,ALBANY
706,BAMAGA,ALBURY
707,BAMAGA,ALICE SPRINGS
708,BAMAGA,ARMIDALE
709,BAMAGA,AURUKUN
710,BAMAGA,AYERS ROCK
711,BAMAGA,BALLINA
712,BAMAGA,BATHURST ISLAND
713,BAMAGA,BRISBANE
714,BAMAGA,BROKEN HILL
715,BAMAGA,BROOME
716,BAMAGA,BUNDABERG
717,BAMAGA,BURNIE
718,BAMAGA,CAIRNS
719,BAMAGA,CANBERRA
720,BAMAGA,CARNARVON
721,BAMAGA,CEDUNA
722,BAMAGA,CHARLEVILLE
723,BAMAGA,CHRISTMAS ISLAND
724,BAMAGA,CLONCURRY
725,BAMAGA,COCOS ISLAND
726,BAMAGA,COFFS HARBOUR
727,BAMAGA,COOKTOWN
728,BAMAGA,DARWIN
729,BAMAGA,DEVONPORT
730,BAMAGA,DUBBO
731,BAMAGA,EDWARD RIVER
732,BAMAGA,EMERALD
733,BAMAGA,ESPERANCE
734,BAMAGA,ESSENDON FIELDS
735,BAMAGA,FLINDERS ISLAND
736,BAMAGA,GERALDTON
737,BAMAGA,GLADSTONE
738,BAMAGA,GOLD COAST
739,BAMAGA,GOVE
740,BAMAGA,GRIFFITH
741,BAMAGA,GROOTE EYLANDT
742,BAMAGA,HAMILTON ISLAND
743,BAMAGA,HERVEY BAY
744,BAMAGA,HOBART
745,BAMAGA,KALGOORLIE
746,BAMAGA,KARRATHA
747,BAMAGA,KING ISLAND
748,BAMAGA,KINGSCOTE
749,BAMAGA,KOWANYAMA
750,BAMAGA,KUNUNURRA
751,BAMAGA,LAUNCESTON
752,BAMAGA,LEARMONTH
753,BAMAGA,LOCKHART RIVER
754,BAMAGA,LONGREACH
755,BAMAGA,LORD HOWE ISLAND
756,BAMAGA,MACKAY
757,BAMAGA,MANINGRIDA
758,BAMAGA,MCARTHUR RIVER
759,BAMAGA,MELBOURNE
760,BAMAGA,MERIMBULA
761,BAMAGA,MILDURA
762,BAMAGA,MORANBAH
763,BAMAGA,MOREE
764,BAMAGA,MORNINGTON ISLAND
765,BAMAGA,MOUNT GAMBIER
766,BAMAGA,MOUNT ISA
767,BAMAGA,NEWCASTLE
768,BAMAGA,NEWMAN
769,BAMAGA,NORFOLK ISLAND
